category,profile,variable,variablename,dataset,year,is_most_recent,geotype,numGeoids,base,comparison_cv,comparison_m,comparison_percent,comparison_percent_m,comparison_sum,cv,m,difference_sum,difference_percent,difference_m,difference_percent_m,previous_sum,change_sum,change_percent,change_m,change_percent_m,change_percentage_point,change_percentage_point_m,change_significant,change_percent_significant,change_percentage_point_significant,notinprofile,percent,percent_m,previous_percent,percent_significant,producttype,release_year,significant,is_reliable,comparison_is_reliable,sum,unittype,special
placeOfBirth,social,oweur,OWEur,y2012_2016,,TRUE,,12,Fb2,38.7,103,0,0,162,51.02467852,48.68264578,-104,0.01,113.9254142,0.004848416,24,34,1.4167,56.05354583,3.455745629,0.0001,5.63195E-05,0,0,0,,0.0001,4.84842E-05,0,FALSE,,,FALSE,FALSE,FALSE,58,,FALSE
placeOfBirth,social,owasia,OWAsia,y2012_2016,,TRUE,,12,Fb2,4.4,997,0.004,0,13664,11.39881094,438.7744295,-11324,-0.17,1089.280496,0.043659652,2766,-426,-0.154,674.8540583,0.223063902,-0.0006,0.000685298,0,0,0,,0.0023,0.000436597,0.0029,TRUE,,,TRUE,TRUE,TRUE,2340,,FALSE
placeOfBirth,social,owafr,OWAfr,y2012_2016,,TRUE,,12,Fb2,4.1,1884,0.009,0.001,27671,18.30323385,538.0446078,-25884,-0.72,1959.323353,0.113444015,833,954,1.1453,607.6997614,0.972888564,0.0009,0.000609747,0,0,0,,0.0018,0.000535681,0.0009,TRUE,,,TRUE,TRUE,TRUE,1787,,FALSE
placeOfBirth,social,osthrnafr,OSthrnAfr,y2012_2016,,TRUE,,12,Fb2,44.5,281,0,0,384,96.41488373,244.247825,-230,0.02,372.3143833,0.024326015,38,116,3.0526,251.7498759,9.145259142,0.0002,0.000251264,0,0,0,,0.0002,0.00024326,0,FALSE,,,FALSE,FALSE,FALSE,154,,FALSE
placeOfBirth,social,oseur,OSEur,y2012_2016,,TRUE,,12,Fb2,18.4,314,0,0,1036,19.80527981,153.4503177,-565,0.05,349.4896279,0.01527844,512,-41,-0.0801,233.3859464,0.435485281,0,0.000237096,0,0,0,,0.0005,0.000152784,0.0005,TRUE,,,FALSE,TRUE,TRUE,471,,FALSE
placeOfBirth,social,oseasia,OSEAsia,y2012_2016,,TRUE,,12,Fb2,74.3,44,0,0,36,,,-36,0,44,0,71,-71,-1,111,0,-0.0001,0.000114482,0,1,0,,0,,0.0001,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
placeOfBirth,social,oscasia,OSCAsia,y2012_2016,,TRUE,,12,Fb2,9.9,653,0.001,0,3995,16.27665432,368.157575,-2620,0.04,749.6325767,0.036650524,1436,-61,-0.0425,528.7627067,0.360245124,-0.0001,0.000536084,0,0,0,,0.0014,0.000366505,0.0015,FALSE,,,TRUE,TRUE,TRUE,1375,,FALSE
placeOfBirth,social,osam,OSAm,y2012_2016,,TRUE,,12,Fb2,6.6,646,0.002,0,5908,9.727004979,463.2267263,-3013,0.09,794.9182348,0.046076603,4230,-1335,-0.3156,878.8833825,0.163082691,-0.0015,0.000896777,0,0,0,,0.0029,0.000460766,0.0044,FALSE,,,TRUE,TRUE,TRUE,2895,,FALSE
placeOfBirth,social,oneur,ONEur,y2012_2016,,TRUE,,12,Fb2,17.7,230,0,0,789,53.08045728,109.1466903,-664,0.01,254.5839744,0.010870206,202,-77,-0.3812,187.6113003,0.71447636,-0.0001,0.000191265,0,0,0,,0.0001,0.000108702,0.0002,FALSE,,,FALSE,FALSE,TRUE,125,,FALSE
placeOfBirth,social,onam,ONAm,y2012_2016,,TRUE,,12,Fb2,22.9,171,0,0,454,40.0755776,38.23610859,-396,0.01,175.2227154,0.003807911,143,-85,-0.5944,87.92041856,0.349169513,0,9.00886E-05,0,0,0,,0.0001,3.80791E-05,0.0001,FALSE,,,FALSE,FALSE,FALSE,58,,FALSE
placeOfBirth,social,onafr,ONAfr,y2012_2016,,TRUE,,12,Fb2,12,752,0.001,0,3812,14.84439569,323.5521596,-2487,0.03,818.6513299,0.032207007,938,387,0.4126,448.6657999,0.581458382,0.0003,0.000454346,0,0,0,,0.0013,0.00032207,0.001,FALSE,,,FALSE,TRUE,TRUE,1325,,FALSE
placeOfBirth,social,omafr,OMAfr,y2012_2016,,TRUE,,12,Fb2,12.6,490,0.001,0,2361,31.73443473,224.9955555,-1930,-0.06,539.1873515,0.02240616,307,124,0.4039,262.4061737,0.958349605,0.0001,0.000263803,0,0,0,,0.0004,0.000224062,0.0003,FALSE,,,TRUE,FALSE,TRUE,431,,FALSE
placeOfBirth,social,oeeur,OEEur,y2012_2016,,TRUE,,12,Fb2,3.9,1554,0.008,0,24260,7.392628134,729.1659619,-18264,-0.2,1716.566049,0.072460856,7971,-1975,-0.2478,1090.909712,0.119296609,-0.0022,0.001104548,0,0,0,,0.006,0.000724609,0.0082,FALSE,,,TRUE,TRUE,TRUE,5996,,FALSE
placeOfBirth,social,oeasia,OEAsia,y2012_2016,,TRUE,,12,Fb2,30.9,67,0,0,132,42.05227781,26.28687886,-94,0,71.97221686,0.002617912,121,-83,-0.686,87.27542609,0.306353235,-0.0001,8.97315E-05,0,0,0,,0,2.61791E-05,0.0001,FALSE,,,FALSE,FALSE,FALSE,38,,FALSE
placeOfBirth,social,oeafr,OEAfr,y2012_2016,,TRUE,,12,Fb2,9.7,558,0.001,0,3481,22.76102392,305.5257763,-2665,0,636.1682167,0.030422283,964,-148,-0.1535,475.8707808,0.450641526,-0.0002,0.000483805,0,0,0,,0.0008,0.000304223,0.001,FALSE,,,TRUE,FALSE,TRUE,816,,FALSE
placeOfBirth,social,ocnianec,OcniaNEC,y2012_2016,,TRUE,,12,Fb2,25.7,303,0,0,716,49.89857324,240.5036382,-423,0.03,386.8475152,0.023952254,78,215,2.7564,245.468939,3.886348121,0.0002,0.000244821,0,0,0,,0.0003,0.000239523,0.0001,FALSE,,,FALSE,FALSE,FALSE,293,,FALSE
placeOfBirth,social,oceania,Oceania,y2012_2016,,TRUE,,12,Fb2,5.4,958,0.003,0,10849,17.47904993,304.4946633,-9790,-0.19,1005.22684,0.030314656,522,537,1.0287,352.4287162,0.903269253,0.0006,0.000354078,0,0,0,,0.0011,0.000303147,0.0005,TRUE,,,TRUE,TRUE,TRUE,1059,,FALSE
placeOfBirth,social,ocarib,OCarib,y2012_2016,,TRUE,,12,Fb2,3.7,1475,0.008,0,24382,9.156149927,388.1443031,-21805,-0.54,1525.215067,0.038601845,2620,-43,-0.0164,601.9053082,0.227539903,-0.0001,0.000611191,0,0,0,,0.0026,0.000386018,0.0027,TRUE,,,TRUE,TRUE,TRUE,2577,,FALSE
placeOfBirth,social,ocam,OCAm,y2012_2016,,TRUE,,12,Fb2,20.4,213,0,0,634,39.56828768,126.9251748,-439,0.02,247.9495917,0.012640376,127,68,0.5354,173.8562625,1.749896897,0.0001,0.000176047,0,0,0,,0.0002,0.000126404,0.0001,FALSE,,,FALSE,FALSE,FALSE,195,,FALSE
placeOfBirth,social,oausnzsbr,OAusNZSbR,y2012_2016,,TRUE,,12,Fb2,12.2,297,0,0,1481,39.71680573,66.64082833,-1379,0.01,304.3846251,0.00663671,23,79,3.4348,72.67736924,6.297777175,0.0001,7.27954E-05,0,0,0,,0.0001,6.63671E-05,0,FALSE,,,TRUE,FALSE,TRUE,102,,FALSE
placeOfBirth,social,ntvus,NtvUS,y2012_2016,,TRUE,,12,Pop_4,0.1,12272,0.592,0.001,5005364,0.467570206,7721.634542,-4001450,-10.26,14499.15942,0.299596341,951575,52339,0.055,11011.71036,0.011899867,0.0042,0.004107962,1,1,0,,0.4894,0.002824145,0.4852,TRUE,,,TRUE,TRUE,TRUE,1003914,,FALSE
placeOfBirth,social,ntvprusab,NtvPRUSAb,y2012_2016,,TRUE,,12,Pop_4,0.9,4558,0.037,0.001,310485,2.199917781,1573.771902,-266997,-1.58,4822.045417,0.125574772,40059,3429,0.0856,2316.83491,0.060552217,0.0008,0.001147126,0,0,0,,0.0212,0.000759541,0.0204,TRUE,,,TRUE,TRUE,TRUE,43488,,FALSE
placeOfBirth,social,ntvnys,NtvNYS,y2012_2016,,TRUE,,12,Pop_4,0.2,11091,0.484,0.001,4094128,0.512405032,7526.487162,-3201207,-4.87,13403.66704,0.309227886,841277,51644,0.0614,10626.17946,0.013023172,0.0063,0.004197912,1,1,0,,0.4353,0.002926122,0.429,TRUE,,,TRUE,TRUE,TRUE,892921,,FALSE
placeOfBirth,social,ntvnotnys,NtvNotNYS,y2012_2016,,TRUE,,12,Pop_4,0.5,7455,0.108,0.001,911236,1.270318114,2319.391084,-800243,-5.39,7807.470781,0.148411431,110298,695,0.0063,3504.46187,0.031885332,-0.0021,0.001703303,0,0,0,,0.0541,0.001096629,0.0562,TRUE,,,TRUE,TRUE,TRUE,110993,,FALSE
placeOfBirth,social,ntv,Ntv,y2012_2016,,TRUE,,12,Pop_4,0.1,12561,0.628,0.001,5315849,0.457169969,7876.930176,-4268447,-11.74,14826.48812,0.300055649,991634,55768,0.0562,11267.46795,0.011693603,0.005,0.004140296,1,1,0,,0.5106,0.002829017,0.5056,TRUE,,,TRUE,TRUE,TRUE,1047402,,FALSE
placeOfBirth,social,nthrlds,Nthrlds,y2012_2016,,TRUE,,12,Fb2,10.4,530,0.001,0,3095,24.42991727,145.0758422,-2734,-0.06,549.4970428,0.014446163,273,88,0.3223,209.3298832,0.903700896,0.0001,0.000212337,0,0,0,,0.0004,0.000144462,0.0003,TRUE,,,TRUE,FALSE,TRUE,361,,FALSE
placeOfBirth,social,norway,Norway,y2012_2016,,TRUE,,12,Fb2,14.8,219,0,0,902,42.83963873,85.27015891,-781,0.01,235.0148931,0.008492083,98,23,0.2347,107.9120012,1.204731201,0,0.00010892,0,0,0,,0.0001,8.49208E-05,0.0001,FALSE,,,TRUE,FALSE,TRUE,121,,FALSE
placeOfBirth,social,nigeria,Nigeria,y2012_2016,,TRUE,,12,Fb2,3.7,1430,0.007,0,23530,8.652768121,642.7985688,-19014,-0.25,1567.82971,0.063916657,3853,663,0.1721,958.1977875,0.273054797,0.0005,0.000971813,0,0,0,,0.0045,0.000639167,0.004,TRUE,,,TRUE,TRUE,TRUE,4516,,FALSE
placeOfBirth,social,nicargua,Nicargua,y2012_2016,,TRUE,,12,Fb2,7.1,796,0.002,0,6792,13.03488153,453.5063395,-4677,0.01,916.1244457,0.045135489,1714,401,0.234,667.8016172,0.441077474,0.0003,0.000677558,0,0,0,,0.0021,0.000451355,0.0018,FALSE,,,TRUE,TRUE,TRUE,2115,,FALSE
placeOfBirth,social,neur,NEur,y2012_2016,,TRUE,,12,Fb2,2.3,1951,0.016,0.001,51496,4.084256831,682.4756406,-41338,-0.59,2066.923801,0.120635273,9656,502,0.052,1045.492707,0.111538993,0.0001,0.001055757,0,0,0,,0.0101,0.00067475,0.01,TRUE,,,TRUE,TRUE,TRUE,10158,,FALSE
placeOfBirth,social,nepal,Nepal,y2012_2016,,TRUE,,12,Fb2,8.6,1075,0.002,0,7577,9.388965949,1012.255403,-1023,0.45,1476.579155,0.100678306,4022,2532,0.6295,1323.129623,0.427221669,0.0024,0.001335867,0,0,0,,0.0065,0.001006783,0.0041,TRUE,,,FALSE,TRUE,TRUE,6554,,FALSE
placeOfBirth,social,nam,NAm,y2012_2016,,TRUE,,12,Fb2,3.5,1346,0.007,0,23253,7.243525454,370.9326084,-20140,-0.39,1396.175849,0.036857994,3653,-540,-0.1478,624.8447807,0.155146205,-0.0007,0.000635355,0,0,0,,0.0031,0.00036858,0.0038,TRUE,,,TRUE,TRUE,TRUE,3113,,FALSE
placeOfBirth,social,nafr,NAfr,y2012_2016,,TRUE,,12,Fb2,3.8,1824,0.009,0.001,29083,6.005864398,901.2213934,-19961,0.01,2034.496498,0.1341727,8433,689,0.0817,1384.946208,0.172093333,0.0004,0.001403768,0,0,0,,0.0091,0.000894557,0.0087,FALSE,,,TRUE,TRUE,TRUE,9122,,FALSE
placeOfBirth,social,morocco,Morocco,y2012_2016,,TRUE,,12,Fb2,6.9,722,0.002,0,6406,12.17842877,526.6811179,-3777,0.06,893.6873055,0.05241278,2578,51,0.0198,787.9670044,0.309010326,-0.0001,0.000799716,0,0,0,,0.0026,0.000524128,0.0027,FALSE,,,TRUE,TRUE,TRUE,2629,,FALSE
placeOfBirth,social,moldova,Moldova,y2012_2016,,TRUE,,12,Fb2,7.1,543,0.001,0,4651,18.92390062,179.6190413,-4074,0,571.9370595,0.017883427,635,-58,-0.0913,298.4074396,0.443042239,-0.0001,0.000303895,0,0,0,,0.0006,0.000178834,0.0007,FALSE,,,TRUE,TRUE,TRUE,577,,FALSE
placeOfBirth,social,mexico,Mexico,y2012_2016,,TRUE,,12,Fb2,1.6,4794,0.057,0.002,179999,3.296817722,2937.403105,-125836,-0.31,5622.345863,0.351672137,48963,5200,0.1062,4410.475825,0.095519181,0.0034,0.004435896,0,0,0,,0.0539,0.002892634,0.0505,FALSE,,,TRUE,TRUE,TRUE,54163,,FALSE
placeOfBirth,social,mcdonia,Mcdonia,y2012_2016,,TRUE,,12,Fb2,13.6,823,0.001,0,3678,27.41683216,123.5758876,-3404,-0.07,832.2259309,0.012305787,261,13,0.0498,191.109916,0.753658265,0,0.00019428,0,0,0,,0.0003,0.000123058,0.0003,TRUE,,,TRUE,FALSE,TRUE,274,,FALSE
placeOfBirth,social,malaysia,Malaysia,y2012_2016,,TRUE,,12,Fb2,6.6,1010,0.003,0,9263,8.972405566,588.3179413,-5277,0.1,1168.853284,0.058506051,4134,-148,-0.0358,941.1078578,0.222721094,-0.0003,0.000956458,0,0,0,,0.004,0.000585061,0.0043,FALSE,,,TRUE,TRUE,TRUE,3986,,FALSE
placeOfBirth,social,mafr,MAfr,y2012_2016,,TRUE,,12,Fb2,11.5,636,0.001,0,3368,30.35039756,227.1651382,-2913,-0.05,675.3517602,0.022621962,366,89,0.2432,268.9460913,0.790172746,0.0001,0.00027058,0,0,0,,0.0005,0.00022622,0.0004,FALSE,,,TRUE,FALSE,TRUE,455,,FALSE
placeOfBirth,social,lthuania,Lthuania,y2012_2016,,TRUE,,12,Fb2,11.6,418,0.001,0,2197,21.3263243,131.205945,-1823,-0.06,438.1084341,0.013064214,467,-93,-0.1991,201.5837295,0.384465547,-0.0001,0.000204849,0,0,0,,0.0004,0.000130642,0.0005,TRUE,,,TRUE,FALSE,TRUE,374,,FALSE
placeOfBirth,social,liberia,Liberia,y2012_2016,,TRUE,,12,Fb2,13,766,0.001,0,3572,28.06110746,202.1830853,-3134,-0.06,792.2335514,0.020133704,662,-224,-0.3384,384.4723657,0.447323994,-0.0003,0.000392759,0,0,0,,0.0004,0.000201337,0.0007,FALSE,,,TRUE,FALSE,TRUE,438,,FALSE
placeOfBirth,social,lebanon,Lebanon,y2012_2016,,TRUE,,12,Fb2,7.8,573,0.001,0,4449,17.82375286,266.8126684,-3539,0,632.0743627,0.026563545,1276,-366,-0.2868,470.5762425,0.301096087,-0.0004,0.000479852,0,0,0,,0.0009,0.000265635,0.0013,FALSE,,,TRUE,TRUE,TRUE,910,,FALSE
placeOfBirth,social,latvia,Latvia,y2012_2016,,TRUE,,12,Fb2,12.1,442,0.001,0,2220,24.79401301,108.0833012,-1955,-0.07,455.0230763,0.010762635,324,-59,-0.1821,194.3759244,0.526882854,0,0.00019834,0,0,0,,0.0003,0.000107626,0.0003,TRUE,,,TRUE,FALSE,TRUE,265,,FALSE
placeOfBirth,social,laos,Laos,y2012_2016,,TRUE,,12,Fb2,26.3,161,0,0,372,40.12968247,96.37945839,-226,0.01,187.6432786,0.009598373,169,-23,-0.1361,146.9387628,0.804176219,-0.0001,0.000149321,0,0,0,,0.0001,9.59837E-05,0.0002,FALSE,,,FALSE,FALSE,FALSE,146,,FALSE
placeOfBirth,social,lam,LAm,y2012_2016,,TRUE,,12,Fb2,0.4,10103,0.51,0.002,1604723,0.859959709,6429.552706,-1150220,-5.73,11975.38129,0.561387096,443492,11011,0.0248,9416.128822,0.02151476,-0.0047,0.007816307,0,0,0,,0.4527,0.005245526,0.4574,TRUE,,,TRUE,TRUE,TRUE,454503,,FALSE
placeOfBirth,social,kzkhstan,Kzkhstan,y2012_2016,,TRUE,,12,Fb2,9.5,464,0.001,0,2968,20.11400067,130.3648726,-2574,-0.06,481.9657664,0.012980037,696,-302,-0.4339,311.0594798,0.296394705,-0.0003,0.000318835,0,0,0,,0.0004,0.0001298,0.0007,TRUE,,,TRUE,FALSE,TRUE,394,,FALSE
placeOfBirth,social,kuwait,Kuwait,y2012_2016,,TRUE,,12,Fb2,19.1,223,0,0,708,45.25890176,100.5087061,-573,0.01,244.6037612,0.010009764,175,-40,-0.2286,133.9216189,0.694313563,-0.0001,0.00013546,0,0,0,,0.0001,0.000100098,0.0002,FALSE,,,FALSE,FALSE,TRUE,135,,FALSE
placeOfBirth,social,korea,Korea,y2012_2016,,TRUE,,12,Fb2,2.6,2792,0.021,0.001,64978,3.322523653,2301.215766,-22874,2.09,3618.129075,0.247734018,48293,-6189,-0.1282,3389.601156,0.065492815,-0.0079,0.003395173,0,0,0,,0.0419,0.002266542,0.0498,TRUE,,,TRUE,TRUE,TRUE,42104,,FALSE
placeOfBirth,social,kenya,Kenya,y2012_2016,,TRUE,,12,Fb2,14,348,0,0,1509,28.12739757,194.3321898,-1089,0.04,398.5837428,0.019351913,368,52,0.1413,253.073112,0.729142422,0,0.000255724,0,0,0,,0.0004,0.000193519,0.0004,FALSE,,,FALSE,FALSE,TRUE,420,,FALSE
placeOfBirth,social,jordan,Jordan,y2012_2016,,TRUE,,12,Fb2,15.3,423,0.001,0,1676,29.98322041,106.5363788,-1460,-0.08,436.2098119,0.01060926,316,-100,-0.3165,192.5409047,0.483754702,-0.0001,0.000196493,0,0,0,,0.0002,0.000106093,0.0003,TRUE,,,TRUE,FALSE,TRUE,216,,FALSE
placeOfBirth,social,japan,Japan,y2012_2016,,TRUE,,12,Fb2,4.2,1467,0.007,0,21480,6.612880808,611.4629997,-15859,-0.14,1589.331935,0.060730187,6310,-689,-0.1092,1006.480502,0.148754833,-0.0009,0.001022395,0,0,0,,0.0056,0.000607302,0.0065,FALSE,,,TRUE,TRUE,TRUE,5621,,FALSE
placeOfBirth,social,jamaica,Jamaica,y2012_2016,,TRUE,,12,Fb2,1.5,4213,0.056,0.001,174705,2.871404553,2091.359367,-130429,-1.19,4703.525593,0.228266673,41318,2958,0.0716,3005.653506,0.075475768,0.0015,0.003003731,0,0,0,,0.0441,0.002051967,0.0426,TRUE,,,TRUE,TRUE,TRUE,44276,,FALSE
placeOfBirth,social,italy,Italy,y2012_2016,,TRUE,,12,Fb2,1.9,1469,0.015,0,47919,3.929152851,808.3198624,-35413,-0.25,1676.705699,0.079869279,15844,-3338,-0.2107,1287.791132,0.07139404,-0.0038,0.001298317,0,0,0,,0.0125,0.000798693,0.0163,TRUE,,,TRUE,TRUE,TRUE,12506,,FALSE
placeOfBirth,social,israel,Israel,y2012_2016,,TRUE,,12,Fb2,3.5,1331,0.007,0,23217,9.266123649,633.1848071,-19063,-0.29,1473.93487,0.06297385,4200,-46,-0.011,898.8186691,0.212826997,-0.0002,0.000909928,0,0,0,,0.0041,0.000629738,0.0043,TRUE,,,TRUE,TRUE,TRUE,4154,,FALSE
placeOfBirth,social,ireland,Ireland,y2012_2016,,TRUE,,12,Fb2,3.5,810,0.004,0,13879,5.709599749,472.5261898,-8848,0.1,937.7531658,0.046886208,5328,-297,-0.0557,770.1993249,0.139586492,-0.0005,0.000781618,0,0,0,,0.005,0.000468862,0.0055,FALSE,,,TRUE,TRUE,TRUE,5031,,FALSE
placeOfBirth,social,iraq,Iraq,y2012_2016,,TRUE,,12,Fb2,15.7,318,0,0,1235,24.16150962,172.0988088,-802,0.04,361.5826323,0.017136941,396,37,0.0934,242.1363252,0.640362956,0,0.00024539,0,0,0,,0.0004,0.000171369,0.0004,FALSE,,,FALSE,FALSE,TRUE,433,,FALSE
placeOfBirth,social,iran,Iran,y2012_2016,,TRUE,,12,Fb2,7,780,0.002,0,6759,11.1358722,423.890316,-4445,0.03,887.74039,0.042176738,2690,-376,-0.1398,665.1917017,0.227389141,-0.0005,0.000675889,0,0,0,,0.0023,0.000421767,0.0028,FALSE,,,TRUE,TRUE,TRUE,2314,,FALSE
placeOfBirth,social,indnsia,Indnsia,y2012_2016,,TRUE,,12,Fb2,11.7,779,0.001,0,4044,14.53660074,663.3385259,-1270,0.18,1023.161278,0.066028436,3193,-419,-0.1312,981.8971433,0.286285503,-0.0005,0.000996308,0,0,0,,0.0028,0.000660284,0.0033,FALSE,,,FALSE,TRUE,TRUE,2774,,FALSE
placeOfBirth,social,india,India,y2012_2016,,TRUE,,12,Fb2,2.2,2828,0.025,0.001,79236,3.089768859,2350.683943,-32987,2.11,3677.40384,0.25182467,48624,-2375,-0.0488,3477.567253,0.069644147,-0.0041,0.00348233,0,0,0,,0.0461,0.002311183,0.0502,TRUE,,,TRUE,TRUE,TRUE,46249,,FALSE
placeOfBirth,social,hungary,Hungary,y2012_2016,,TRUE,,12,Fb2,6.4,744,0.002,0,7119,9.910228998,302.7342069,-5262,0,803.2334654,0.030114028,2291,-434,-0.1894,495.9042246,0.191761653,-0.0006,0.00050433,0,0,0,,0.0018,0.00030114,0.0024,FALSE,,,TRUE,TRUE,TRUE,1857,,FALSE
placeOfBirth,social,hongkong,HongKong,y2012_2016,,TRUE,,12,Fb2,3.2,1784,0.011,0.001,34316,4.308823091,955.464285,-20836,0.24,2023.750973,0.137611781,14712,-1232,-0.0837,1584.699972,0.102065949,-0.0018,0.001604848,0,0,0,,0.0134,0.000945357,0.0152,FALSE,,,TRUE,TRUE,TRUE,13480,,FALSE
placeOfBirth,social,honduras,Honduras,y2012_2016,,TRUE,,12,Fb2,3.7,1864,0.01,0.001,30318,8.457946949,825.4774376,-24385,-0.41,2038.60467,0.129368932,5508,425,0.0772,1217.548767,0.230424058,0.0002,0.001234154,0,0,0,,0.0059,0.000820751,0.0057,TRUE,,,TRUE,TRUE,TRUE,5933,,FALSE
placeOfBirth,social,haiti,Haiti,y2012_2016,,TRUE,,12,Fb2,2.2,3262,0.029,0.001,90314,3.845016413,1376.394566,-68553,-0.73,3540.495163,0.168768908,24609,-2848,-0.1157,2173.519496,0.082352095,-0.0037,0.002192452,0,0,0,,0.0217,0.00135952,0.0254,TRUE,,,TRUE,TRUE,TRUE,21761,,FALSE
placeOfBirth,social,guyana,Guyana,y2012_2016,,TRUE,,12,Fb2,1.7,3974,0.045,0.001,140341,2.553405268,2285.411342,-85931,0.92,4584.29722,0.244698617,50646,3764,0.0743,3435.537221,0.070689153,0.002,0.003430526,0,0,0,,0.0542,0.002233325,0.0522,TRUE,,,TRUE,TRUE,TRUE,54410,,FALSE
placeOfBirth,social,guatmala,Guatmala,y2012_2016,,TRUE,,12,Fb2,4.3,1844,0.008,0.001,26047,7.804447658,1096.648987,-17505,0.05,2145.454497,0.1479256,7467,1075,0.144,1541.110963,0.221555535,0.0008,0.001559035,0,0,0,,0.0085,0.001090045,0.0077,FALSE,,,TRUE,TRUE,TRUE,8542,,FALSE
placeOfBirth,social,grenada,Grenada,y2012_2016,,TRUE,,12,Fb2,3.6,1245,0.007,0,20832,12.19572539,256.1913347,-19555,-0.57,1271.085756,0.025494993,1433,-156,-0.1089,505.7271992,0.324788826,-0.0002,0.000516792,0,0,0,,0.0013,0.00025495,0.0015,TRUE,,,TRUE,TRUE,TRUE,1277,,FALSE
placeOfBirth,social,greece,Greece,y2012_2016,,TRUE,,12,Fb2,3.3,1075,0.006,0,20069,4.249866656,914.6365398,-6986,0.7,1411.447838,0.090479346,15241,-2158,-0.1416,1410.957831,0.085222526,-0.0027,0.001423621,0,0,0,,0.013,0.000904793,0.0157,TRUE,,,TRUE,TRUE,TRUE,13083,,FALSE
placeOfBirth,social,ghana,Ghana,y2012_2016,,TRUE,,12,Fb2,4.3,1889,0.009,0.001,26818,18.05314746,594.8394741,-24815,-0.7,1980.443132,0.11622071,1836,167,0.091,761.7243596,0.430000896,0.0001,0.000768937,0,0,0,,0.002,0.000592221,0.0019,TRUE,,,TRUE,TRUE,TRUE,2003,,FALSE
placeOfBirth,social,germany,Germany,y2012_2016,,TRUE,,12,Fb2,4.1,1224,0.006,0,18299,5.99948393,393.1869784,-14315,-0.2,1285.601805,0.039027639,5650,-1666,-0.2949,680.0117646,0.098169934,-0.0018,0.000690683,0,0,0,,0.004,0.000390276,0.0058,TRUE,,,TRUE,TRUE,TRUE,3984,,FALSE
placeOfBirth,social,france,France,y2012_2016,,TRUE,,12,Fb2,4.5,1403,0.006,0,19117,10.266869,312.7842707,-17265,-0.42,1437.443216,0.03111638,2211,-359,-0.1624,472.2456988,0.194883887,-0.0005,0.000479135,0,0,0,,0.0018,0.000311164,0.0023,TRUE,,,TRUE,TRUE,TRUE,1852,,FALSE
placeOfBirth,social,fiji,Fiji,y2012_2016,,TRUE,,12,Fb2,48.3,193,0,0,243,75.00883512,40.71854614,-210,0,197.2485741,0.004055355,34,-1,-0.0294,55.31726674,1.605231018,0,5.5999E-05,0,0,0,,0,4.05535E-05,0,FALSE,,,FALSE,FALSE,FALSE,33,,FALSE
placeOfBirth,social,fb2,Fb2,y2012_2016,,TRUE,,12,Fb2,0.2,12561,1,,3146112,0.493257631,8146.925739,-2142065,0,14971.67726,0,969565,34482,0.0356,11903.28236,0.012510919,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,1004047,,FALSE
placeOfBirth,social,fb1,Fb1,y2012_2016,,TRUE,,12,Pop_4,0.2,12561,0.372,0.001,3146112,0.493257631,8146.925739,-2142065,11.74,14971.67726,0.325234988,969565,34482,0.0356,11903.28236,0.012510919,-0.005,0.004665027,0,0,0,,0.4894,0.003094799,0.4944,TRUE,,,TRUE,TRUE,TRUE,1004047,,FALSE
placeOfBirth,social,eurnec,EurNEC,y2012_2016,,TRUE,,12,Fb2,18.5,324,0,0,1067,31.30725839,181.281549,-715,0.04,371.2667505,0.018052845,227,125,0.5507,210.8459153,1.085694732,0.0002,0.00021194,0,0,0,,0.0004,0.000180528,0.0002,FALSE,,,FALSE,FALSE,TRUE,352,,FALSE
placeOfBirth,social,eur,Eur,y2012_2016,,TRUE,,12,Fb2,0.8,5977,0.148,0.002,465600,1.41265172,2698.759159,-349465,-3.23,6558.035529,0.321618792,126872,-10737,-0.0846,4092.647798,0.030744996,-0.0152,0.003878416,0,0,1,,0.1157,0.002518703,0.1309,TRUE,,,TRUE,TRUE,TRUE,116135,,FALSE
placeOfBirth,social,ethiopia,Ethiopia,y2012_2016,,TRUE,,12,Fb2,13.6,679,0.001,0,3036,32.53122621,224.2231032,-2617,-0.06,715.0643328,0.022329366,462,-43,-0.0931,334.4547802,0.687650432,-0.0001,0.000339636,0,0,0,,0.0004,0.000223294,0.0005,FALSE,,,TRUE,FALSE,TRUE,419,,FALSE
placeOfBirth,social,eritrea,Eritrea,y2012_2016,,TRUE,,12,Fb2,36.5,316,0,0,527,79.50266467,116.3958762,-438,0.01,336.7551039,0.011592449,0,89,,116.3958762,,0.0001,0.000115924,0,0,0,,0.0001,0.000115924,0,FALSE,,,FALSE,FALSE,FALSE,89,,FALSE
placeOfBirth,social,eng,Eng,y2012_2016,,TRUE,,12,Fb2,4.8,1052,0.004,0,13421,8.41795161,325.0015385,-11074,-0.17,1101.058582,0.032313539,1969,378,0.192,470.57518,0.263984347,0.0003,0.000476745,0,0,0,,0.0023,0.000323135,0.002,TRUE,,,TRUE,TRUE,TRUE,2347,,FALSE
